no_of_dependents,city,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value
0,0,1,1,4100000,12200000,8,417.0,2700000.0,2200000,8800000,3300000
